"title, publication, authors, date, year, month, url, content"
More ripples in state attorney's office follow Jussie Smollett case,www.foxnews.com,Republican1865,04-20-2019,2019,4,https://www.foxnews.com/us/more-ripples-in-state-attorneys-office-after-smollett-case#6d022a2d9e8201a84fecb3481fccaad5,"Two tiers of justice. The right way, and the ""Chicago"" way."
Kentucky BBQ restaurant slammed for 'LGBTQ' shirts deemed offensive,www.foxnews.com,HorseIips,04-19-2019,2019,4,https://www.foxnews.com/food-drink/kentucky-bbq-restaurant-lgbtq-shirts#d28df229b40b1609e05fab23f86beeda,Head for the hills! No telling what they'll do next.
Kentucky BBQ restaurant slammed for 'LGBTQ' shirts deemed offensive,www.foxnews.com,matthewdavid2094,04-19-2019,2019,4,https://www.foxnews.com/food-drink/kentucky-bbq-restaurant-lgbtq-shirts#2315bf807a6833ec80b74c18971aee01,And you'd be whining like a little baby.
Kentucky BBQ restaurant slammed for 'LGBTQ' shirts deemed offensive,www.foxnews.com,MSgt_says,04-19-2019,2019,4,https://www.foxnews.com/food-drink/kentucky-bbq-restaurant-lgbtq-shirts#8d9e8c434f4ad5b099dc6195011b321e,I didn't realize that the liberal clown show had a trade mark on those letters.
Kentucky BBQ restaurant slammed for 'LGBTQ' shirts deemed offensive,www.foxnews.com,Dem-olish,04-19-2019,2019,4,https://www.foxnews.com/food-drink/kentucky-bbq-restaurant-lgbtq-shirts#16302d9d350a72251e3354fcecc22858,If it said “ F-Trump “ they’d be a happy bunch and buying up the shirts.
Kentucky BBQ restaurant slammed for 'LGBTQ' shirts deemed offensive,www.foxnews.com,PCenemy684,04-19-2019,2019,4,https://www.foxnews.com/food-drink/kentucky-bbq-restaurant-lgbtq-shirts#009084e2fdc5e1634953fda878ba0611,"Great shirt! It lists most of the top things that lefties hate while using the initials of the group at the top of their crazy intersectional hierarchy. Belle’s doesn’t need to be apologizing to these people, they’re the most hateful and nasty bullies out there."
Alabama alum and Chicago Bears defensive back Ha Ha Clinton-Dix has degree withheld over $1 debt,www.foxnews.com,GropeyJoe,04-19-2019,2019,4,https://www.foxnews.com/sports/alabama-chicago-bears-ha-ha-clinton-dix-dollar-debt#04e4158462871edcdf1075ba1bd4ad59,A name only mother ebonics could love.
Alabama alum and Chicago Bears defensive back Ha Ha Clinton-Dix has degree withheld over $1 debt,www.foxnews.com,SelfID'dAlien,04-19-2019,2019,4,https://www.foxnews.com/sports/alabama-chicago-bears-ha-ha-clinton-dix-dollar-debt#4f0ea5c14a9d27ff6517ec079a81a82f,"""While at Alabama, he was named an All-American in 2013 after leading the SEC with five interceptions. He left school after the 2012 season."" Interesting....sounds like an Alabama football player. He was named All-American in 2013 after leaving school after the 2012 season! I would assume he was named ALL-American in 2013 for his play in 2012, but that's not what the article says. The writer of this article also went to Alabama and got his/her degree in Underwater Journalism :)"
Alabama alum and Chicago Bears defensive back Ha Ha Clinton-Dix has degree withheld over $1 debt,www.foxnews.com,Surflaunch2,04-19-2019,2019,4,https://www.foxnews.com/sports/alabama-chicago-bears-ha-ha-clinton-dix-dollar-debt#daf9457cbbd32f5a9e3d96c2b45f679f,He left school in 2012. In seven years did the school ever actually contact him or send a bill for $1 ? Was he refusing to pay or did he just not know?
Alabama alum and Chicago Bears defensive back Ha Ha Clinton-Dix has degree withheld over $1 debt,www.foxnews.com,GropeyJoe,04-19-2019,2019,4,https://www.foxnews.com/sports/alabama-chicago-bears-ha-ha-clinton-dix-dollar-debt#b47a44aa0a52a64b105fccbc2f41d81f,He majored in Shiznittz
Alabama alum and Chicago Bears defensive back Ha Ha Clinton-Dix has degree withheld over $1 debt,www.foxnews.com,AdamAndrews,04-19-2019,2019,4,https://www.foxnews.com/sports/alabama-chicago-bears-ha-ha-clinton-dix-dollar-debt#2d6f4663eccff8bc0d8cb0c9b4468d1e,Just plain dumb.
Alabama alum and Chicago Bears defensive back Ha Ha Clinton-Dix has degree withheld over $1 debt,www.foxnews.com,KGrim,04-19-2019,2019,4,https://www.foxnews.com/sports/alabama-chicago-bears-ha-ha-clinton-dix-dollar-debt#8d1ebf3a92297744dd40ab3c7f078f93,Best name ever.
Alabama alum and Chicago Bears defensive back Ha Ha Clinton-Dix has degree withheld over $1 debt,www.foxnews.com,Google-was-my-idea,04-19-2019,2019,4,https://www.foxnews.com/sports/alabama-chicago-bears-ha-ha-clinton-dix-dollar-debt#39181e2ea28b8bfa24d12c5419699b4d,So I've been clicking around the internet trying to find out what major this clown actually got a degree in. Came up empty. Maybe it's in nuclear physics? Microbiology? Aeronautical engineering? It can't possibly be in basic English.
Alabama alum and Chicago Bears defensive back Ha Ha Clinton-Dix has degree withheld over $1 debt,www.foxnews.com,oldbippy999,04-19-2019,2019,4,https://www.foxnews.com/sports/alabama-chicago-bears-ha-ha-clinton-dix-dollar-debt#076c83428b3ed902e37eb8ad2b981e13,Cross him off the donor list. People hate petty stuff.
Alabama alum and Chicago Bears defensive back Ha Ha Clinton-Dix has degree withheld over $1 debt,www.foxnews.com,Google-was-my-idea,04-19-2019,2019,4,https://www.foxnews.com/sports/alabama-chicago-bears-ha-ha-clinton-dix-dollar-debt#4caec77ae1d6a0de04f04eb56039ed83,"""Ha Ha."" Exactly my response to him expecting to get his ""dah-gree."""
Alabama alum and Chicago Bears defensive back Ha Ha Clinton-Dix has degree withheld over $1 debt,www.foxnews.com,GropeyJoe,04-19-2019,2019,4,https://www.foxnews.com/sports/alabama-chicago-bears-ha-ha-clinton-dix-dollar-debt#bca649374e91bb11d0455d248dfe5cd1,He's just waiting for his Slavery Restitution Money!
Alabama alum and Chicago Bears defensive back Ha Ha Clinton-Dix has degree withheld over $1 debt,www.foxnews.com,zapp412,04-19-2019,2019,4,https://www.foxnews.com/sports/alabama-chicago-bears-ha-ha-clinton-dix-dollar-debt#ed6f6d6cb7b98676aadf10008ba7f09e,"Although I am sure it doesn't matter with two national championships on his resume, I wonder what HA HA majored in for his degree."
Alabama alum and Chicago Bears defensive back Ha Ha Clinton-Dix has degree withheld over $1 debt,www.foxnews.com,GropeyJoe,04-19-2019,2019,4,https://www.foxnews.com/sports/alabama-chicago-bears-ha-ha-clinton-dix-dollar-debt#1d2e39a995756fc7bd79b958a93905aa,Wuz Snoop Dog a colleague?
Romney says Mueller report left him ‘sickened at the extent and pervasiveness of dishonesty and misdirection’,www.foxnews.com,lash19,04-19-2019,2019,4,https://www.foxnews.com/politics/romney-says-mueller-report-left-him-sickened-at-the-extent-and-pervasiveness-of-dishonesty-and-misdirection#37354637918d411fd65078ddd5175b2c,Guess he would have preferred that there was Trump-Russian collusion.
Romney says Mueller report left him ‘sickened at the extent and pervasiveness of dishonesty and misdirection’,www.foxnews.com,clintoncrimesyndicate,04-19-2019,2019,4,https://www.foxnews.com/politics/romney-says-mueller-report-left-him-sickened-at-the-extent-and-pervasiveness-of-dishonesty-and-misdirection#fa268271b9d91b7fd6f74a1dfed741be,Where was Mitt from 2008-16?!
Romney says Mueller report left him ‘sickened at the extent and pervasiveness of dishonesty and misdirection’,www.foxnews.com,BarbaraJoanne540,04-19-2019,2019,4,https://www.foxnews.com/politics/romney-says-mueller-report-left-him-sickened-at-the-extent-and-pervasiveness-of-dishonesty-and-misdirection#39e3b9ecbada2dda48ca4be6a6047887,Come clean about Smith and Young and that history of which you must be aware and then we’ll talk. And stop stealing people's names after their death and disrespecting them by forcing them into your cult.
Romney says Mueller report left him ‘sickened at the extent and pervasiveness of dishonesty and misdirection’,www.foxnews.com,BobTheDeplorable041,04-19-2019,2019,4,https://www.foxnews.com/politics/romney-says-mueller-report-left-him-sickened-at-the-extent-and-pervasiveness-of-dishonesty-and-misdirection#e243ad402bf7035229c19a9235ede1bd,"Check you magic underwear, Mitt...they are soiled and stinking."
Romney says Mueller report left him ‘sickened at the extent and pervasiveness of dishonesty and misdirection’,www.foxnews.com,RWeGreatYet,04-19-2019,2019,4,https://www.foxnews.com/politics/romney-says-mueller-report-left-him-sickened-at-the-extent-and-pervasiveness-of-dishonesty-and-misdirection#79f4c543396d5fcc08a4c481ee1d9bb0,"According to Volume Two of the Mueller Report, Trump didn't successfully obstruct the Special Prosecutor's investigation, but he repeatedly tried to. You know... the exact thing Clinton was impeached for."
Romney says Mueller report left him ‘sickened at the extent and pervasiveness of dishonesty and misdirection’,www.foxnews.com,Philosifur,04-19-2019,2019,4,https://www.foxnews.com/politics/romney-says-mueller-report-left-him-sickened-at-the-extent-and-pervasiveness-of-dishonesty-and-misdirection#3e71ef3da25ed95e0c41f883ff528b64,I am sickened that Romney is sickened. Somebody get that guy a binky
Romney says Mueller report left him ‘sickened at the extent and pervasiveness of dishonesty and misdirection’,www.foxnews.com,UngaBunga,04-19-2019,2019,4,https://www.foxnews.com/politics/romney-says-mueller-report-left-him-sickened-at-the-extent-and-pervasiveness-of-dishonesty-and-misdirection#b9dc3778e57469951337f784dae9586e,Coming from a weak candidate that couldn't even close the deal in beating Obama. Now lashes out against the Republican President that is producing results is beyond reprehensible....
Romney says Mueller report left him ‘sickened at the extent and pervasiveness of dishonesty and misdirection’,www.foxnews.com,Black-Jack-Jolly-Rogers865,04-19-2019,2019,4,https://www.foxnews.com/politics/romney-says-mueller-report-left-him-sickened-at-the-extent-and-pervasiveness-of-dishonesty-and-misdirection#3ace1c9a962c736a6a866479a3ba030c,Autotune video on his Flip Flop lies on YOUTUBE.
Romney says Mueller report left him ‘sickened at the extent and pervasiveness of dishonesty and misdirection’,www.foxnews.com,63Danny,04-19-2019,2019,4,https://www.foxnews.com/politics/romney-says-mueller-report-left-him-sickened-at-the-extent-and-pervasiveness-of-dishonesty-and-misdirection#8acb4e30de1fa752edb515ceef35ca93,"We Republicans who voted for Romney were sickened by how he let Obama push him around. But, we had the class to not say it publicly."
Romney says Mueller report left him ‘sickened at the extent and pervasiveness of dishonesty and misdirection’,www.foxnews.com,inquery,04-19-2019,2019,4,https://www.foxnews.com/politics/romney-says-mueller-report-left-him-sickened-at-the-extent-and-pervasiveness-of-dishonesty-and-misdirection#756e4b606a51d84a383d1fb3315f360a,"Romney, your knowledge of past Presidents is embarrassing. So many were all too human. They misrepresented themselves to the public. Many did not follow the Constitution. What's worse some bad language maybe even lies in private compared to suspending habeas corpus. Also you could never understand unemployment. Now there is an abundance of jobs which has reduced unemployment and narrowed the gap between white unemployment and minority unemployment."
Romney says Mueller report left him ‘sickened at the extent and pervasiveness of dishonesty and misdirection’,www.foxnews.com,Whataboutwhataboutism,04-19-2019,2019,4,https://www.foxnews.com/politics/romney-says-mueller-report-left-him-sickened-at-the-extent-and-pervasiveness-of-dishonesty-and-misdirection#d85840a973b76053b8bdd9ecd7f194ee,Watching conservativism die
Romney says Mueller report left him ‘sickened at the extent and pervasiveness of dishonesty and misdirection’,www.foxnews.com,ArmchairAeronautics,04-19-2019,2019,4,https://www.foxnews.com/politics/romney-says-mueller-report-left-him-sickened-at-the-extent-and-pervasiveness-of-dishonesty-and-misdirection#c3e59f236e4e4a4e8a698b11164ed8d3,"Running unsuccessfully against Obama for part of it. From which state, I do not remember, too many of them."
Romney says Mueller report left him ‘sickened at the extent and pervasiveness of dishonesty and misdirection’,www.foxnews.com,3eyedhuman,04-19-2019,2019,4,https://www.foxnews.com/politics/romney-says-mueller-report-left-him-sickened-at-the-extent-and-pervasiveness-of-dishonesty-and-misdirection#fecf1bb61022584c4018a0eb835aa2de,"Those who predicted that Trump would be impeached after the mid terms and when that didn’t happen shifted to the Mueller report, need to face the facts. Trump has governed for 2+ years and most likely will serve as your President through 2024. You are all delusional."
Romney says Mueller report left him ‘sickened at the extent and pervasiveness of dishonesty and misdirection’,www.foxnews.com,Hoss_M,04-19-2019,2019,4,https://www.foxnews.com/politics/romney-says-mueller-report-left-him-sickened-at-the-extent-and-pervasiveness-of-dishonesty-and-misdirection#913e1b8fe9e6baaf798ac89fca611753,Poor Mitt..still sour about losing an election he should have won
Ralph Lauren debuts Polo shirts made from recycled plastic bottles,www.foxnews.com,repatriated,04-18-2019,2019,4,https://www.foxnews.com/lifestyle/ralph-lauren-polo-shirts-recycled-plastic-bottles-earth#e8dea8db3057a21a99ff670939567f24,"Yes they are very different processes, involving C. Your point doesn't invalidate his argument. Also plastic isnt removed from the environment, it's still here - in shirt form and C is still here in both cases."
DOJ calls Nadler subpoena for full Mueller report 'premature and unnecessary',www.foxnews.com,AmericanPrideForever728,04-20-2019,2019,4,https://www.foxnews.com/politics/doj-calls-nadler-subpoena-for-full-mueller-report-premature-and-unnecessary#58e4fd6a1268001f6322aaa74dc8b726,Next up: Mueller is called to the House for questions.
DOJ calls Nadler subpoena for full Mueller report 'premature and unnecessary',www.foxnews.com,gregostewart,04-20-2019,2019,4,https://www.foxnews.com/politics/doj-calls-nadler-subpoena-for-full-mueller-report-premature-and-unnecessary#8d7f5581656bff10a265acddab6ddf6b,yall notice 75% of fox pages comments are turned off
DOJ calls Nadler subpoena for full Mueller report 'premature and unnecessary',www.foxnews.com,Blb76,04-20-2019,2019,4,https://www.foxnews.com/politics/doj-calls-nadler-subpoena-for-full-mueller-report-premature-and-unnecessary#fdbe361bb9243f51ca752280d59d440c,Nadler and Schiff...Two silly jewish leftists still chasing the boogeyman.
DOJ calls Nadler subpoena for full Mueller report 'premature and unnecessary',www.foxnews.com,jsr0008,04-20-2019,2019,4,https://www.foxnews.com/politics/doj-calls-nadler-subpoena-for-full-mueller-report-premature-and-unnecessary#87d48f2fe7c5052625876c1fc3cb786c,Holder did the same thing: withhold documents subpoenaed by Congress. Didn't seem to bother Dems back then... lol
DOJ calls Nadler subpoena for full Mueller report 'premature and unnecessary',www.foxnews.com,Lizzie55555,04-20-2019,2019,4,https://www.foxnews.com/politics/doj-calls-nadler-subpoena-for-full-mueller-report-premature-and-unnecessary#4b838229207efe0c6826c4d8a4e28792,Dems now claim talking to a Russian is illegal.... Clinton’s has many discussions with Russians.... but they add the times Trump talked to a Russian and claimed it’s “ illegal” public education did this to our society ... dumbed them down
DOJ calls Nadler subpoena for full Mueller report 'premature and unnecessary',www.foxnews.com,scotchx2,04-20-2019,2019,4,https://www.foxnews.com/politics/doj-calls-nadler-subpoena-for-full-mueller-report-premature-and-unnecessary#d7263da57ebbeb10648678c5785032f7,These angry Dems are getting angrier each passing day. Keep up your true colors...
DOJ calls Nadler subpoena for full Mueller report 'premature and unnecessary',www.foxnews.com,BorisBlushforTrump,04-20-2019,2019,4,https://www.foxnews.com/politics/doj-calls-nadler-subpoena-for-full-mueller-report-premature-and-unnecessary#c94a2739584cd1d84ed9e537f719bc2b,"Trump approval drops 3 points to 2019 low after release of Mueller report: Reuters/Ipsos poll he number of Americans who approve of President Donald Trump dropped by 3 percentage points to the lowest level of the year following the release of a special counsel report detailing Russian interference in the last U.S. presidential election, 37% -- why so high hahahaha"
DOJ calls Nadler subpoena for full Mueller report 'premature and unnecessary',www.foxnews.com,nho2,04-20-2019,2019,4,https://www.foxnews.com/politics/doj-calls-nadler-subpoena-for-full-mueller-report-premature-and-unnecessary#dcf90bd64d5a05794a115b72f1ea436e,Sessions has to be subpoena as well! Ha ha ha with all of Trump's pals that left Trump's sinking ship!
DOJ calls Nadler subpoena for full Mueller report 'premature and unnecessary',www.foxnews.com,WashingtonLincolnReaganTrump,04-20-2019,2019,4,https://www.foxnews.com/politics/doj-calls-nadler-subpoena-for-full-mueller-report-premature-and-unnecessary#acbf49babb87ed949b1ff94db5555c7e,"LOL! The Democrat clowns are still in denial and still trying to overturn the 2016 election results, because they know damn well that the 2020 election results will be the same."
DOJ calls Nadler subpoena for full Mueller report 'premature and unnecessary',www.foxnews.com,Alex.Stein,04-20-2019,2019,4,https://www.foxnews.com/politics/doj-calls-nadler-subpoena-for-full-mueller-report-premature-and-unnecessary#5dc7c72e3421409920626148b93120c4,Rural white America is a disgrace and a national emergency. We need to build a wall around them to protect the productive elites in elite coastal cities.
DOJ calls Nadler subpoena for full Mueller report 'premature and unnecessary',www.foxnews.com,ProudKansan,04-20-2019,2019,4,https://www.foxnews.com/politics/doj-calls-nadler-subpoena-for-full-mueller-report-premature-and-unnecessary#dd1993762bf1e6c5c740d4af4f39ee49,Nadler looks like an escapee from the Muppet Show.
DOJ calls Nadler subpoena for full Mueller report 'premature and unnecessary',www.foxnews.com,RepublicanSandusky,04-20-2019,2019,4,https://www.foxnews.com/politics/doj-calls-nadler-subpoena-for-full-mueller-report-premature-and-unnecessary#adc7c6fc1e8d6950dcc56116959f8a91,"What always will amaze me about the right is the hatred against educated people. They bathe in the ignorance of Trump. If Obama were sitting all day watching tv, eating KFC, and tweeting they would have a brain aneurism."
"Michelle Williams and musician husband, Phil Elverum, split after less than a year of marriage: report",www.foxnews.com,YouJiveTurkey,04-20-2019,2019,4,https://www.foxnews.com/entertainment/michelle-williams-musician-husband-phil-elverum-split-after-less-than-a-year-of-marriage-report#03f255f3c3e576ee401e4f55243cedab,bummer?
"Michelle Williams and musician husband, Phil Elverum, split after less than a year of marriage: report",www.foxnews.com,Itisnotaboutyou,04-20-2019,2019,4,https://www.foxnews.com/entertainment/michelle-williams-musician-husband-phil-elverum-split-after-less-than-a-year-of-marriage-report#f911a6968563981b37ca03e7a23217c6,I'm sorry to hear of their split. We can't know what went wrong but it could be that one or both of them were still grieving the deaths of their previous partners. Marriage is hard enough without including the ghost(s) from your spouse's past.
"Michelle Williams and musician husband, Phil Elverum, split after less than a year of marriage: report",www.foxnews.com,DonnnyK,04-20-2019,2019,4,https://www.foxnews.com/entertainment/michelle-williams-musician-husband-phil-elverum-split-after-less-than-a-year-of-marriage-report#161e283d9130269c9d599794e01f593c,For better or worse....
"Michelle Williams and musician husband, Phil Elverum, split after less than a year of marriage: report",www.foxnews.com,YouJiveTurkey,04-20-2019,2019,4,https://www.foxnews.com/entertainment/michelle-williams-musician-husband-phil-elverum-split-after-less-than-a-year-of-marriage-report#fc78d46214704486ac1645400567f1fd,Women are great until you marry them.
"Michelle Williams and musician husband, Phil Elverum, split after less than a year of marriage: report",www.foxnews.com,YouJiveTurkey,04-20-2019,2019,4,https://www.foxnews.com/entertainment/michelle-williams-musician-husband-phil-elverum-split-after-less-than-a-year-of-marriage-report#1911c8b04a5558c34bfef421e5f4bef3,"LOL, true."
"Michelle Williams and musician husband, Phil Elverum, split after less than a year of marriage: report",www.foxnews.com,atreeowl,04-20-2019,2019,4,https://www.foxnews.com/entertainment/michelle-williams-musician-husband-phil-elverum-split-after-less-than-a-year-of-marriage-report#0c777aff4be06e4fe4ffb5c720a5fc5a,The house they lived in just wasn't big enough to handle two over blown egos.
"Michelle Williams and musician husband, Phil Elverum, split after less than a year of marriage: report",www.foxnews.com,ZombieSlayer67,04-20-2019,2019,4,https://www.foxnews.com/entertainment/michelle-williams-musician-husband-phil-elverum-split-after-less-than-a-year-of-marriage-report#aa294ee13682118be2996f954b08dd7f,Hollyweirdians are never satisfied
"Michelle Williams and musician husband, Phil Elverum, split after less than a year of marriage: report",www.foxnews.com,GINGERPEACH,04-20-2019,2019,4,https://www.foxnews.com/entertainment/michelle-williams-musician-husband-phil-elverum-split-after-less-than-a-year-of-marriage-report#a06928c55d2742880736ddc69ccacc33,"She looks like she has the type A personality and very uptight , where as artist cant live their lives that way they need to be free to explore . Hope she will find maybe a surgeon or attorney next time."
"Michelle Williams and musician husband, Phil Elverum, split after less than a year of marriage: report",www.foxnews.com,TnVol74,04-20-2019,2019,4,https://www.foxnews.com/entertainment/michelle-williams-musician-husband-phil-elverum-split-after-less-than-a-year-of-marriage-report#d6c98baf0f2359101d8a6d0ff8c2b9c7,"Celebrity types don't have wedding licenses, they sign short term lease agreements for cohabitation"
"Michelle Williams and musician husband, Phil Elverum, split after less than a year of marriage: report",www.foxnews.com,fotoman4u2,04-20-2019,2019,4,https://www.foxnews.com/entertainment/michelle-williams-musician-husband-phil-elverum-split-after-less-than-a-year-of-marriage-report#975fc2dbce67903c41dc8c29656a1121,Let me ask this question... Does anybody really care?
